,loss
312,569.3894653320312
313,531.97216796875
314,2762.5
315,486.6369934082031
316,438.9992980957031
317,2658.14111328125
318,372.2529602050781
319,310.70843505859375
320,2514.3095703125
321,209.81158447265625
322,127.3892822265625
323,19045.17578125
324,834.04150390625
325,878.56103515625
326,7176.9677734375
327,52286.12890625
328,51581.6171875
329,1144.169189453125
330,1139.475830078125
331,1235.661376953125
332,1231.688232421875
333,36163.92578125
334,5024.87744140625
335,1259.00634765625
336,1270.223876953125
337,1307.55859375
338,1270.6807861328125
339,1287.902099609375
340,1218.580078125
341,1170.5321044921875
342,1113.845947265625
343,1049.34814453125
344,979.5333862304688
345,909.5338134765625
346,849.0895385742188
347,800.6982421875
348,707.9228515625
349,633.6646118164062
350,570.8983154296875
351,512.9225463867188
352,470.1393127441406
353,420.0838317871094
354,3349.0771484375
355,2915.189697265625
356,301.1665954589844
357,218.998779296875
358,196.98358154296875
359,8471.4716796875
360,9713.0400390625
361,94.41348266601562
362,688.0624389648438
363,694.9686279296875
364,636.0886840820312
365,704.71337890625
366,641.2901611328125
367,629.0350952148438
368,707.8606567382812
369,639.5274047851562
370,622.851806640625
371,2875.920166015625
372,690.7843017578125
373,617.6082153320312
374,596.2984008789062
375,2844.822509765625
376,655.1856689453125
377,577.3635864257812
378,551.3167724609375
379,2794.993896484375
380,601.46533203125
381,518.4703369140625
382,486.9829406738281
383,2724.90185546875
384,460.25982666015625
385,424.8047790527344
386,19396.48828125
387,424.0765686035156
388,424.639892578125
389,52823.99609375
390,52170.4453125
391,494.33221435546875
392,448.63861083984375
393,524.2344970703125
394,517.9447631835938
395,36865.13671875
396,5728.81787109375
397,537.693115234375
398,1991.8369140625
399,570.0341796875
400,535.1537475585938
401,566.20166015625
402,523.006103515625
403,509.86065673828125
404,494.44525146484375
405,475.41168212890625
406,453.36932373046875
407,431.8745422363281
408,419.41131591796875
409,417.45166015625
410,369.2119140625
411,336.18768310546875
412,311.60443115234375
413,288.5873718261719
414,277.43365478515625
415,256.0469665527344
416,3487.453125
417,3034.15478515625
418,196.96932983398438
419,1561.034912109375
420,176.03578186035156
421,167.7410888671875
422,1741.7122802734375
423,161.25523376464844
424,176.796142578125
425,136.03118896484375
426,305.97808837890625
427,129.0479736328125
428,19.010421752929688
429,119.08358764648438
430,113.4805908203125
431,107.76727294921875
432,216.32325744628906
433,64450.54296875
434,37.69520568847656
435,90.24815368652344
436,82.92144012451172
437,81.88468170166016
438,67.4201889038086
439,10.448219299316406
440,64.4703369140625
441,58.611175537109375
442,7294.18603515625
443,10746.8662109375
444,10749.38671875
445,134.30130004882812
446,37.65776824951172
447,172.97572326660156
448,79.75791931152344
449,493.9407653808594
450,1122.66943359375
451,1091.87255859375
452,878.4589233398438
453,50.2154541015625
454,1098.6025390625
455,552.3189697265625
456,1670.4381103515625
457,1673.175537109375
458,17.55847930908203
459,22.351844787597656
460,24.312301635742188
461,149.4646759033203
462,62.63249969482422
463,86.76596069335938
464,35.63202667236328
465,9.428062438964844
466,6859.66552734375
467,7019.38427734375
468,7130.603515625
469,4193.33544921875
470,2923.294677734375
471,1716.513916015625
472,27449.544921875
473,2309.010986328125
474,2905.827392578125
475,145.09349060058594
476,38.76350402832031
477,110.9517822265625
478,42253.375
479,64669.93359375
480,2276.964599609375
481,64415.91796875
482,7343.93701171875
483,1212.531494140625
484,53239.8203125
485,56391.92578125
486,4013.6083984375
487,62712.90234375
488,147.55825805664062
489,771.2333984375
490,173.248291015625
491,161.49057006835938
492,41.566070556640625
493,331.30328369140625
494,96.91947937011719
495,1045.8809814453125
496,120.46621704101562
497,114.93865966796875
498,29.72918701171875
499,967.4656372070312
500,69.77969360351562
501,23.11737060546875
502,842.036865234375
503,327.5724182128906
504,32062.697265625
505,106.81057739257812
506,110.71835327148438
507,108.66812133789062
508,102.33273315429688
509,95.35501098632812
510,317.32061767578125
511,309.74267578125
512,28.981353759765625
513,283.3996887207031
514,289.2711486816406
515,252.6563720703125
516,8.1474609375
517,5.830047607421875
518,247.71029663085938
519,32160.439453125
520,221.32659912109375
521,32181.99609375
522,64596.6328125
523,10180.9140625
524,14331.3955078125
525,10184.6953125
526,14333.880859375
527,2016.4312744140625
528,17408.654296875
529,199.745849609375
530,189.30325317382812
531,204.91575622558594
532,207.7890625
533,225.1934814453125
534,198.06851196289062
535,192.87982177734375
536,117.73297119140625
537,28230.072265625
538,125.11982727050781
539,43026.2265625
540,32.86134338378906
541,159.1295928955078
542,52257.63671875
543,56449.98046875
544,62653.8828125
545,64638.50390625
546,9543.013671875
547,108.50491333007812
548,176.29893493652344
549,64383.390625
550,184.62904357910156
551,64373.37109375
552,194.12960815429688
553,216.76406860351562
554,64368.2421875
555,197.2381134033203
556,218.01763916015625
557,1062.72900390625
558,64368.6015625
559,196.91238403320312
560,217.72686767578125
561,1062.9840087890625
562,64369.2109375
563,196.3221435546875
564,217.15960693359375
565,1063.524658203125
566,49.49073791503906
567,64371.28515625
568,192.87698364257812
569,212.51121520996094
570,1069.20751953125
571,42.83631896972656
572,206.51417541503906
573,64382.875
574,179.4132537841797
575,197.48931884765625
576,1085.4835205078125
577,25.314590454101562
578,188.03074645996094
579,183.81991577148438
580,64407.9296875
581,152.88258361816406
582,169.86781311035156
583,1113.838134765625
584,3.90399169921875
585,160.45135498046875
586,157.90496826171875
587,154.58116149902344
588,64435.73828125
589,125.74311828613281
590,143.52597045898438
591,1139.27978515625
592,28.739181518554688
593,135.9720458984375
594,133.92234802246094
595,131.213623046875
596,189.05596923828125
597,64460.0
598,102.98605346679688
599,122.26133728027344
600,1159.080810546875
601,47.38325500488281
602,118.23027038574219
603,117.10578155517578
604,115.33119201660156
605,204.00735473632812
606,64712.3515625
607,64475.38671875
608,88.91525268554688
609,109.46321105957031
610,1170.66357421875
611,57.95918273925781
612,108.48921966552734
613,108.17642211914062
614,107.18220520019531
615,211.4134521484375
616,64719.14453125
617,104.89140319824219
618,64480.71875
619,83.37921905517578
620,103.77586364746094
621,1176.4503173828125
622,63.87102508544922
623,102.42792510986328
624,102.0184097290039
625,100.97576904296875
626,217.62472534179688
627,64725.3984375
628,98.5620346069336
629,64487.62890625
630,76.40520477294922
631,96.78543853759766
632,1183.4158935546875
633,70.85343170166016
634,95.39069366455078
635,94.97178649902344
636,93.96100616455078
637,224.57110595703125
638,64732.32421875
639,91.61820983886719
640,37155.05078125
641,64494.625
642,69.99811553955078
643,90.94403076171875
644,1188.7197265625
645,75.7041244506836
646,90.92305755615234
647,90.87237548828125
648,90.21212005615234
649,227.98916625976562
650,64735.4609375
651,88.71383666992188
652,37157.73046875
653,25054.529296875
654,64496.35546875
655,68.9579849243164
656,90.53108978271484
657,1188.5711669921875
658,75.04393768310547
659,92.0557861328125
660,92.4203109741211
661,92.11824798583984
662,225.7801513671875
663,64732.96484375
664,91.49408721923828
665,37154.71875
666,25051.28515625
667,92.73444366455078
668,64492.80859375
669,72.08493041992188
670,93.25080871582031
671,1186.2410888671875
672,73.04437255859375
673,93.77434539794922
674,93.86767578125
675,93.30691528320312
676,224.83572387695312
677,64732.2265625
678,92.05529022216797
679,37154.32421875
680,25051.03515625
681,92.8619384765625
682,207.9683074951172
683,64491.8984375
684,73.46305847167969
685,95.04058074951172
686,1184.096923828125
687,70.56253814697266
688,96.58308410644531
689,96.94926452636719
690,96.60881042480469
691,221.36337280273438
692,64728.57421875
693,95.89772033691406
694,37150.33984375
695,25046.892578125
696,97.17970275878906
697,203.5249481201172
698,1445.58203125
699,64485.8671875
700,80.21515655517578
701,102.39688873291016
702,1176.2484130859375
703,62.21141052246094
704,105.45235443115234
705,106.22415161132812
706,106.181884765625
707,211.5924072265625
708,64718.5546875
709,106.21202850341797
710,37139.83203125
711,25036.13671875
712,108.23954772949219
713,192.2697296142578
714,1434.068359375
715,86.21199035644531
716,64472.04296875
717,94.9855728149414
718,117.92784118652344
719,1160.139892578125
720,45.46098327636719
721,122.91178894042969
722,124.20013427734375
723,124.49189758300781
724,193.11769104003906
725,64699.796875
726,125.36619567871094
727,37120.46484375
728,25016.427734375
729,128.40194702148438
730,171.84585571289062
731,1413.25439453125
732,64.88558959960938
733,6211.78564453125
734,64446.40625
735,122.03364562988281
736,146.06488037109375
737,1131.228271484375
738,15.618927001953125
739,153.83888244628906
740,155.87380981445312
741,156.59246826171875
742,160.8853302001953
743,64667.19140625
744,158.5646209716797
745,37086.98828125
746,24982.439453125
747,163.1273956298828
748,136.7277069091797
749,1377.4990234375
750,28.261428833007812
751,6174.06884765625
752,156.0421142578125
753,64404.33984375
754,164.02566528320312
755,187.6231689453125
756,1090.4183349609375
757,24.850936889648438
758,191.48345947265625
759,190.63229370117188
760,188.46095275878906
761,131.8626708984375
762,64640.46875
763,183.4413604736328
764,37063.984375
765,24960.9296875
766,183.4590606689453
767,117.63619995117188
768,1359.3719482421875
769,10.863876342773438
770,6157.197265625
771,172.56813049316406
772,1049.5537109375
773,64384.28515625
774,184.9633331298828
775,209.1781463623047
776,1068.5009765625
777,47.299774169921875
778,214.20672607421875
779,213.39346313476562
780,211.04820251464844
781,109.63540649414062
782,64618.359375
783,205.6403350830078
784,37041.90234375
785,24938.755859375
786,205.91738891601562
787,95.1236572265625
788,1336.6077880859375
789,12.33428955078125
790,6136.5947265625
791,190.9781494140625
792,1033.3193359375
793,216.94813537597656
794,64369.76953125
795,196.23077392578125
796,217.37904357910156
797,1063.1416015625
798,50.13606262207031
799,214.74411010742188
800,211.87489318847656
801,207.72508239746094
802,114.510986328125
803,64624.65234375
804,198.0237274169922
805,37050.62890625
806,24948.552734375
807,195.05995178222656
808,106.83470153808594
809,1349.19775390625
810,1.17230224609375
811,6147.8642578125
812,181.64959716796875
813,1040.78466796875
814,211.1100311279297
815,213.04859924316406
816,64374.43359375
817,191.29092407226562
818,212.2368621826172
819,1068.4146728515625
820,44.694122314453125
821,209.20367431640625
822,206.30056762695312
823,202.17454528808594
824,119.98731994628906
825,64630.11328125
826,192.525146484375
827,37056.109375
828,24954.068359375
829,189.46287536621094
830,112.45382690429688
831,1354.8885498046875
832,6.9806365966796875
833,6153.83349609375
834,175.47732543945312
835,1047.08447265625
836,204.63462829589844
837,206.4745635986328
838,193.5885772705078
839,64381.99609375
840,182.24082946777344
841,201.93499755859375
842,1079.7352294921875
843,32.356903076171875
844,196.07388305664062
845,192.59109497070312
846,188.08294677734375
847,134.28163146972656
848,64644.7109375
849,177.53033447265625
850,37071.32421875
851,24969.611328125
852,173.488037109375
853,128.67593383789062
854,1371.475830078125
855,24.045425415039062
856,6171.4853515625
857,157.1300048828125
858,1065.902099609375
859,185.21791076660156
860,186.6883544921875
861,173.64749145507812
862,171.24734497070312
863,64404.65234375
864,158.35830688476562
865,177.16586303710938
866,1105.074462890625
867,6.294342041015625
868,169.5928192138672
869,165.96884155273438
870,161.5660400390625
871,160.47862243652344
872,64670.8359375
873,151.25538635253906
874,37097.515625
875,24995.9375
876,146.82603454589844
877,155.4223175048828
878,1398.51416015625
879,51.56732177734375
880,6199.671875
881,128.10511779785156
882,1095.451416015625
883,154.9453582763672
884,156.01083374023438
885,142.8599853515625
886,140.6168670654297
887,138.4097442626953
888,64437.6171875
889,124.73828125
890,143.24044799804688
891,1138.989501953125
892,27.882598876953125
893,137.3943328857422
894,135.7823944091797
895,133.3932647705078
896,186.66336059570312
897,64695.4765625
898,127.79731750488281
899,37119.7421875
900,25017.2421875
901,126.18650817871094
902,175.3075408935547
903,1417.8736572265625
904,70.5986328125
905,6218.548828125
906,109.2257080078125
907,1114.1846923828125
908,136.2010955810547
909,137.404052734375
910,124.52276611328125
911,122.66365051269531
912,120.93705749511719
913,118.45382690429688
914,64457.25
915,104.87968444824219
916,123.33319091796875
917,1158.787841796875
918,47.729095458984375
919,117.35860443115234
920,115.7265625
921,113.46808624267578
922,206.3263702392578
923,64715.046875
924,108.16838073730469
925,37139.28125
926,25036.841796875
927,106.39388275146484
928,195.1328582763672
929,1437.8701171875
930,90.89347839355469
931,6239.26171875
932,87.98030853271484
933,1135.759765625
934,114.16680145263672
935,115.11550903320312
936,102.16946411132812
937,100.4172134399414
938,98.94959259033203
939,96.85716247558594
940,94.22811126708984
941,64481.1015625
942,80.90320587158203
943,99.41986846923828
944,1182.4742431640625
945,71.37651824951172
946,93.58373260498047
947,92.00292205810547
948,89.9533462524414
949,229.50201416015625
950,64738.0625
951,85.14569091796875
952,37162.16015625
953,25059.74609375
954,83.31454467773438
955,218.215576171875
956,1461.1103515625
957,114.43238830566406
958,6263.23095703125
959,63.45551300048828
960,1160.62255859375
961,88.82534790039062
962,89.51454162597656
963,76.51150512695312
964,74.88539123535156
965,73.70613098144531
966,72.04267883300781
967,69.96174621582031
968,1146.47314453125
969,64506.2265625
970,56.91767120361328
971,76.59962463378906
972,1204.119384765625
973,92.12037658691406
974,73.6105728149414
975,72.74370574951172
976,71.30004119873047
977,247.52835083007812
978,64755.5390625
979,68.10824584960938
980,37178.74609375
981,25075.984375
982,67.32083892822266
983,233.92672729492188
984,1476.634521484375
985,129.85763549804688
986,6278.63916015625
987,47.936309814453125
988,1176.1741943359375
989,73.14720153808594
990,73.82054138183594
991,60.902076721191406
992,59.44988250732422
993,58.5224609375
994,57.17732238769531
995,55.46998596191406
996,1160.5467529296875
997,53.14215850830078
998,64521.5625
999,41.448272705078125
1000,61.064491271972656
1001,1219.7193603515625
1002,107.75009155273438
1003,57.832664489746094
1004,56.95814514160156
1005,55.69793701171875
1006,262.8921813964844
1007,64770.8359375
1008,52.76724624633789
1009,37194.06640625
1010,25091.33984375
1011,51.8653564453125
1012,249.40185546875
1013,1492.207275390625
1014,145.61529541015625
1015,6294.65771484375
1016,31.615585327148438
1017,1192.6746826171875
1018,56.39244079589844
1019,56.92243957519531
1020,43.96928405761719
1021,42.582305908203125
1022,41.809364318847656
1023,40.69689178466797
1024,39.2890625
1025,1176.37255859375
1026,37.54494857788086
1027,35.1838493347168
1028,64538.234375
1029,24.75237274169922
1030,44.443458557128906
1031,1236.1156005859375
1032,124.097412109375
1033,41.395301818847656
1034,40.534061431884766
1035,39.39189910888672
1036,279.044189453125
1037,64786.90234375
1038,36.7369384765625
1039,37210.0
1040,25107.26171875
1041,35.8549690246582
1042,265.4096374511719
1043,1508.294677734375
1044,161.84234619140625
1045,6311.080078125
1046,14.969818115234375
1047,1209.4556884765625
1048,39.422428131103516
1049,39.839324951171875
1050,26.843894958496094
1051,25.48605728149414
1052,24.813697814941406
1053,23.871131896972656
1054,22.69827651977539
1055,1192.669677734375
1056,21.443241119384766
1057,19.323684692382812
1058,18.87520980834961
1059,64555.60546875
1060,7.386310577392578
1061,27.080768585205078
1062,1253.4683837890625
1063,141.3914794921875
1064,24.181095123291016
1065,23.379192352294922
1066,22.22024917602539
1067,296.22265625
1068,64804.0546875
1069,19.619897842407227
1070,37227.05078125
1071,25124.283203125
1072,18.86256980895996
1073,282.3606262207031
1074,1525.2271728515625
1075,178.7844696044922
1076,6328.07080078125
1077,2.142885208129883
1078,1226.0308837890625
1079,23.27902603149414
1080,24.120384216308594
1081,11.537349700927734
1082,10.59792709350586
1083,10.35128402709961
1084,9.841934204101562
1085,9.109943389892578
1086,1205.809326171875
1087,8.64710807800293
1088,6.904075622558594
1089,6.989912033081055
1090,5.931650161743164
1091,64567.2421875
1092,4.031379699707031
1093,16.513736724853516
1094,1263.126708984375
1095,150.4506072998047
1096,15.490776062011719
1097,15.199525833129883
1098,14.71343994140625
1099,302.943359375
1100,64810.30859375
1101,13.58462142944336
1102,37232.7265625
1103,25129.794921875
1104,13.359880447387695
1105,287.7157897949219
1106,1530.57177734375
1107,184.22991943359375
1108,6333.70654296875
1109,8.019624710083008
1110,1232.1754150390625
1111,16.818927764892578
1112,17.48369789123535
1113,4.844625473022461
1114,3.9329090118408203
1115,3.7811050415039062
1116,3.4205970764160156
1117,2.881072998046875
1118,1211.811767578125
1119,2.7857818603515625
1120,1.2213478088378906
1121,1.5163326263427734
1122,0.6898746490478516
1123,1.2396507263183594
1124,64572.87109375
1125,9.216835021972656
1126,11.673585891723633
1127,1267.625732421875
1128,154.69720458984375
1129,11.435159683227539
1130,11.354999542236328
1131,11.086645126342773
1132,306.3406677246094
1133,64813.53125
1134,10.482501983642578
1135,37235.69140625
1136,25132.6640625
1137,10.544445037841797
1138,290.452392578125
1139,1533.2657470703125
1140,186.91357421875
1141,6336.408203125
1142,10.75997543334961
1143,1234.9759521484375
1144,13.937829971313477
1145,14.55368423461914
1146,1.8944778442382812
1147,0.9844188690185547
1148,0.8494510650634766
1149,0.5159034729003906
1150,0.009586334228515625
1151,1214.6448974609375
1152,0.019926071166992188
1153,1.1530609130859375
1154,0.074310302734375
1155,0.19270706176757812
1156,0.7640304565429688
1157,0.5294036865234375
1158,64571.1875
1159,6.621768951416016
1160,15.090167999267578
1161,1263.4700927734375
1162,149.86282348632812
1163,16.89861488342285
1164,17.372434616088867
1165,17.582765579223633
1166,299.4450378417969
1167,64806.25390625
1168,18.135866165161133
1169,37227.73046875
1170,25124.392578125
1171,19.13368034362793
1172,281.6140441894531
1173,1524.1619873046875
1174,177.5251922607422
1175,6326.71630859375
1176,0.7446060180664062
1177,1224.6163330078125
1178,24.66408920288086
1179,25.57110595703125
1180,13.128150939941406
1181,12.363780975341797
1182,12.309524536132812
1183,11.998394012451172
1184,11.462627410888672
1185,1203.2664794921875
1186,11.333381652832031
1187,9.7330322265625
1188,9.96035385131836
1189,9.041404724121094
1190,7.000240325927734
1191,5.858709335327148
1192,5.636867523193359
1193,18.5521240234375
1194,148.29421997070312
1195,17.184085845947266
1196,17.073978424072266
1197,1262.1602783203125
1198,25.298343658447266
1199,6323.115234375
1200,24.592857360839844
1201,10.002796173095703
1202,10.100555419921875
1203,37222.7578125
1204,25120.626953125
1205,8.890750885009766
1206,9.757831573486328
1207,9.372318267822266
1208,7.21782112121582
1209,5.478450775146484
1210,4.254812240600586
1211,0.35071754455566406
1212,64575.4375
1213,22.64109992980957
1214,53045.07421875
1215,4705.5654296875
1216,61943.57421875
1217,25.475839614868164
1218,25.0335750579834
1219,24.669326782226562
1220,22.808910369873047
1221,19.73276138305664
1222,14.508203506469727
1223,64806.96484375
1224,20840.2890625
1225,20650.28125
1226,13.01309585571289
1227,64811.63671875
1228,21.210636138916016
1229,23.836891174316406
1230,24.38141632080078
1231,32.60604476928711
1232,15.5467529296875
1233,28.166580200195312
1234,2.0468177795410156
1235,2.579296112060547
1236,754.9158935546875
1237,1.0010604858398438
1238,23.908000946044922
1239,23.681861877441406
1240,77.32186889648438
1241,90.44004821777344
1242,22.942298889160156
1243,1795.1893310546875
1244,3677.93603515625
1245,80.9005355834961
1246,889.4973754882812
1247,4698.65869140625
1248,23.304534912109375
1249,5.228237152099609
1250,1.3505973815917969
1251,7623.64013671875
1252,53475.4765625
1253,98.87208557128906
1254,10022.787109375
1255,5.5188446044921875
1256,8726.3115234375
1257,1655.252685546875
1258,7.3046112060546875
1259,20.949127197265625
1260,55430.1640625
1261,154.71730041503906
1262,18.21471405029297
1263,22.313915252685547
1264,21.776123046875
1265,25.415756225585938
1266,19.780372619628906
1267,22.370540618896484
1268,20.576400756835938
1269,13.339641571044922
1270,15.075031280517578
1271,12.667789459228516
1272,10.174751281738281
1273,3.3396568298339844
1274,4.827434539794922
1275,2.348957061767578
1276,0.07190513610839844
1277,7.845561981201172
1278,7.379049301147461
1279,4.250965118408203
1280,4.787168502807617
1281,5.0360260009765625
1282,11.038230895996094
1283,179.8233642578125
1284,8.711389541625977
1285,4.125204086303711
1286,3.373565673828125
1287,2.4654712677001953
1288,7.407304763793945
1289,175.2029571533203
1290,35.854347229003906
1291,1.8277130126953125
1292,3.7954940795898438
1293,5.00738525390625
1294,5.825229644775391
1295,0.2751655578613281
1296,168.61203002929688
1297,30.217227935791016
1298,348.5638732910156
1299,4.3084259033203125
1300,8.812023162841797
1301,8.955387115478516
1302,8.773399353027344
1303,2.3040733337402344
1304,167.41456604003906
1305,29.759376525878906
1306,348.775390625
1307,3.0029258728027344
1308,6.961452484130859
1309,6.635395050048828
1310,6.058971405029297
1311,0.7337226867675781
1312,170.166259765625
1313,32.28300476074219
1314,351.1180725097656
1315,13.302440643310547
1316,0.8718719482421875
1317,4.695823669433594
1318,4.2701416015625
1319,3.626209259033203
1320,3.2051124572753906
1321,172.6927947998047
1322,34.87983322143555
1323,353.79962158203125
1324,10.521976470947266
1325,10.561080932617188
1326,2.437305450439453
1327,1.6161956787109375
1328,1.41986083984375
1329,1.0015640258789062
1330,5.61085319519043
1331,174.92291259765625
1332,36.96968460083008
1333,355.778564453125
1334,8.62913703918457
1335,8.760177612304688
1336,1.640359878540039
1337,4.442676544189453
1338,0.5171909332275391
1339,0.3543853759765625
1340,0.024049758911132812
1341,5.867656707763672
1342,174.53530883789062
1343,35.9970703125
1344,354.2668151855469
1345,10.645164489746094
1346,11.2216796875
1347,4.486949920654297
1348,8732.5322265625
1349,1.2384834289550781
1350,3.2310943603515625
1351,3.3981552124023438
1352,3.2906837463378906
1353,3.06219482421875
1354,172.1243896484375
1355,33.92608642578125
1356,352.49066162109375
1357,12.163986206054688
1358,12.493160247802734
1359,5.524211883544922
1360,8731.7138671875
1361,8929.6630859375
1362,0.6001396179199219
1363,4.613639831542969
1364,4.359455108642578
1365,3.868083953857422
1366,2.829998016357422
1367,172.19821166992188
1368,34.27560806274414
1369,353.09259033203125
1370,11.327217102050781
1371,11.449542999267578
1372,4.302303314208984
1373,8733.0849609375
1374,8931.1796875
1375,0.15887069702148438
1376,4.8050994873046875
1377,4.973888397216797
1378,4.927665710449219
1379,1.3818283081054688
1380,170.39500427246094
